, Alcoholic Beverages, Champagne Toast, Coffee + Tea Service, Credit Card Processing Fee, Decor, Delivery, Equipment - TBD, Equipment Rentals, Equipment Rentals - TBD, Event Menu, Event Personnel, Florals, Florals - Outside, Gratuity, In House Equipment, In House Linens, In House Tables & Chairs, Lighting, Our Gift to You!, Service Charge, Soft Beverages, Specialty Menu Items, Specialty Soft Beverages, Subtotal, Suggestions & Options, Sweet Treats, Tenting, Total Discount, Valet, Venue Fee, Venue to Provide, Wedding Cake, Wine Service with Dinner,AE,Additional Fee,Additional Fee tax,Adult Guests,Alcoholic Beverages,Alcoholic Beverages Discount,CIS #,Champagne Toast,Champagne Toast Discount,Coffee + Tea Service,Coffee + Tea Service Discount,Credit Card Processing Fee,Credit Card Processing Fee Discount,Customer,Decor,Decor Discount,Definite,Delivery,Delivery Discount,Discounts,Entered By,Entered Date,Equipment - TBD,Equipment - TBD Discount,Equipment Rentals,Equipment Rentals - TBD,Equipment Rentals - TBD Discount,Equipment Rentals Discount,Estimate Total,Event Date,Event Menu,Event Menu Discount,Event Personnel,Event Personnel Discount,Event#,Florals,Florals - Outside,Florals - Outside Discount,Florals Discount,Gratuity,Gratuity Discount,In House Equipment,In House Equipment Discount,In House Linens,In House Linens Discount,In House Tables & Chairs,In House Tables & Chairs Discount,Lighting,Lighting Discount,Our Gift to You!,Our Gift to You! Discount,Sales Tax,Service Charge,Service Charge Discount,Soft Beverages,Soft Beverages Discount,Specialty Menu Items,Specialty Menu Items Discount,Specialty Soft Beverages,Specialty Soft Beverages Discount,State,Subtotal,Suggestions & Options,Suggestions & Options Discount,Sweet Treats,Sweet Treats Discount,Tenting,Tenting Discount,Valet,Valet Discount,Venue Fee,Venue Fee Discount,Venue to Provide,Venue to Provide Discount,Wedding Cake,Wedding Cake Discount,Wine Service with Dinner,Wine Service with Dinner Discount
904,,,60.0,,,150.0,,,,750.0,1302.0,,,,123.0,,,,,,90.0,,,2475.0,,,,,,,,,,Spenc,,,30.0,,,13183,,,,,,,Intelsat,,,03/02/16,,,,Lacot,02/16/2016,,,,,,,,2016-03-10,,,,,,,,,,,,,,,,,,,,,,175.5,,,,,,,,,VA,,,,,,,,,,,,,,,,,
905,,,80.0,,,40.0,,,,832.0,2037.0,,,,164.0,,,,,,30.0,,,2107.0,,,,,,,,,,Spenc,,,1.0,,,13330,,,,,,,Ten Miles Square,,,02/29/16,,,,McCormack,02/29/2016,,,,,,,,2016-03-10,,,,,,,,,,,,,,,,,,,,,,210.7,,,,,,,,,DC,,,,,,,,,,,,,,,,,
906,,,80.0,,,150.0,,,,832.0,1204.0,,,,164.0,,,,,,120.0,,,2550.0,,,,,,,,,,Spenc,,,40.0,,,13184,,,,,,,Intelsat,,,03/02/16,,,,McCormack,02/16/2016,,,,,,,,2016-03-11,,,,,,,,,,,,,,,,,,,,,,185.28,,,,,,,,,VA,,,,,,,,,,,,,,,,,
907,640.0,,,,,75.0,,,,474.0,1933.0,,,,207.7,,,,,,480.0,,,549.0,,,,545.3,,,,,,Spenc,,,25.0,,,13395,,,,,,,Powell,,,03/08/16,,,,Lacot,03/07/2016,,,,,,,,2016-03-13,,,,,,,,,,,,,,,,,,,,,,47.4,,,,,,,,,VA,,,,,,,,,,,,,,,,,
908,640.0,,,,,150.0,,,,2000.0,1933.0,,,,207.7,,,,,,480.0,,,5410.7,,,,545.3,,,,,,Spenc,,,80.0,,,13415,,,,,,,Top of the Hill - Reserve Officers Association (ROA),,,03/10/16,,,,Lacot,03/08/2016,,,,,,,,2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
909,,,,,,150.0,,,,108.8,763.0,,,,128.0,,,,,,480.0,,,1629.8,,,,336.0,,,,,,Spenc,,,5.0,,,13417,,,,,,,Top of the Hill - Reserve Officers Association (ROA),,,03/14/16,,,,Keene,03/08/2016,,,,,,,,2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
910,230.0,,34.0,,,150.0,,,,1980.0,1022.0,,,,576.0,,,,,,360.0,,,4088.0,,102.0,,107.16,,,,,,Spenc,,,120.0,,,12582,,,,,,,American Lung Association,,,02/05/16,,,,Arline,12/22/2015,,,,,,,,2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
911,230.0,,34.0,,,100.0,,307.0,,454.75,1198.0,260.0,,,250.04,,,,,,29.75,,,2398.54,,102.0,,107.16,,,,,,Spenc,,,17.0,,,13358,,,,,,,Meridian House,,,03/10/16,,,,Blake,03/02/2016,,,,,,,,2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
912,538.0,,100.0,,,150.0,,307.0,,1134.0,1556.0,260.0,,,618.0,,,,,,120.0,,,5103.0,,320.0,,122.5,,,,,,Spenc,,,40.0,,,12584,,,,,,,American Lung Association,,,02/05/16,,,,Lacot,12/22/2015,,,,,,,,2016-03-15,,,,,,,,,,,,,,,,,,,,,,209.6,,,,,,,,,DC,,,,,,,,,,,,,,,,,
913,625.0,,,,,75.0,,652.5,,875.0,406.0,,,,789.65,,,,,,87.5,,,2096.0,,,,122.5,,,,,,Spenc,,,35.0,,,13483,,,,,,,Allied Vaughn,,,03/30/16,,,,Blake,03/11/2016,,,,,,,,2016-03-16,,,,,,,,,,,,,,,,,,,,,,209.6,,,,,,,,,DC,,,,,,,,,,,,,,,,,
914,625.0,,,,,100.0,,,,2499.0,1326.0,,,,789.65,,,,,,170.0,,,5509.65,,,,,,,,,,Spenc,,,85.0,,,13397,,,,,,,Meridian House,,,03/10/16,,,,Blake,03/07/2016,,,,,,,,2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
915,,,,,,,,98.0,,,128.0,,,,,,,,,,,,,128.0,,,,,,,,,,Spenc,,,1.0,,,13497,,,,,,,The Historical Society of Washington  DC,,,03/14/16,,,,Blake,03/14/2016,,,,,,,,2016-03-18,,,,,,,,,,,,,,,,,,,,,,5.88,,,,,,,,,DC,,,,,,,,,,,,,,,,,
916,,,,,,150.0,,98.0,,7491.5,4280.0,,,300.0,1903.2,,,,,,600.0,,,98.0,,,,440.0,,,,,,Spenc,,,1.0,,,13547,,,,,,,Lacot,,,03/18/16,,,,Lacot,03/18/2016,,,,,,,,2016-03-18,,,,,,,,,,,,,,,,,,,,,,5.88,,,,,,,,,VA,,,,,,,,,,,,,,,,,
917,,,50.0,,,150.0,,840.0,,7491.5,4280.0,,,300.0,1903.2,,,,,,600.0,,,15564.7,,,,440.0,,,,642.0,,Spenc,,,120.0,,,12896,,,,,,,Chowdhury,,,02/16/16,,,,Blake,01/22/2016,,,,,,,,2016-03-19,,,,,,,,,,,,,,,,,,,,,,1526.47,,,,,,,,,DC,,,,,,,,,,,,,,,,,
918,400.0,,50.0,,,150.0,,1674.5,,3799.35,3652.0,,,,1911.02,,,,,,401.25,,,12280.12,,450.0,,,,,,642.0,150.0,Spenc,,,107.0,,,8469,,,,,,,Futrell,,,01/12/15,,,,Blake,12/17/2014,,,,,,,,2016-03-19,,,,,,,,,,,,,,,,,,,,,,923.51,,,,,,,,,VA,,,,,,,,,,,,,,,,,
919,400.0,,,,,150.0,,1286.0,,2506.0,1686.0,,,,926.0,420.0,,,,,200.0,150.0,,7754.0,,450.0,,,,,,,150.0,Spenc,,,50.0,,,13379,,,,,,,Microsoft Innovation & Policy Center,,,03/11/16,,,,Blake,03/03/2016,,,,,,,,2016-03-21,,,,,,,,,,,,,,,,,,,,,,775.4,,,,,,,,,DC,,,,,,,,,,,,,,,,,
920,,,,,,150.0,,,,8142.0,3010.0,,,,1968.0,420.0,,,,,375.0,150.0,,15415.0,,1200.0,,,,,,,,Spenc,,,150.0,,,12832,,,,,,,The Becket Fund,,,02/29/16,,,,Lacot,01/15/2016,,,,,,,,2016-03-23,,,,,,,,,,,,,,,,,,,,,,1541.5,,,,,,,,,DC,,,,,,,,,,,,,,,,,
921,,,,,,100.0,,2001.28,,4767.4,128.0,,,,163.36,,,,,,,,,128.0,,,,1168.44,,1071.8,,736.0,,Spenc,,,1.0,,,13498,,,,,,,The Historical Society of Washington  DC,,,03/14/16,,,,Blake,03/14/2016,,,,,,,,2016-03-25,,,,,,,,,,,,,,,,,,,,,,865.74,,,,,,,,,DC,,,,,,,,,,,,,,,,,
922,,,,,,100.0,,2001.28,,4767.4,3092.0,,,,163.36,,,,,,,,,11931.84,,,,1168.44,,1071.8,,736.0,,Spenc,,,92.0,,,13090,,,,,,,Wedding Story LLC,,,03/01/16,,,,Blake,02/09/2016,,,,,,,,2016-03-26,,,,,,,,,,,,,,,,,,,,,,865.74,,,,,,,,,VA,,,,,,,,,,,,,,,,,
923,,,102.5,,,150.0,,1371.5,,1365.0,112.0,,,,414.1,,,,,,143.5,,,112.0,,,,,,,,,,Spenc,,,20.0,,,13164,,,,,,,Heiden,,,02/15/16,,,,Blake,02/15/2016,,,,,,,,2016-03-27,,,,,,,,,,,,,,,,,,,,,,6.72,,,,,,,,,VA,,,,,,,,,,,,,,,,,
924,630.0,,102.5,,,150.0,,1371.5,,1365.0,2318.0,600.0,,180.0,414.1,,,,,,143.5,,,5864.6,,540.0,,,,,,,,Spenc,,,42.0,,,10035,,,,,,,Chong,,,07/27/15,,,,Lacot,04/28/2015,,,,,,,,2016-03-27,,,,,,,,,,,,,,,,,,,,,,407.32,,,,,,,,,MD,,,,,,,,,,,,,,,,,
925,630.0,,112.5,,,150.0,,1000.2,,3240.0,1830.0,600.0,,180.0,1069.2,,,,,,337.5,,,9576.9,,540.0,1200.0,,,,,,,Spenc,,,90.0,,,13070,,,,,,,Roberts,,,02/25/16,,,,Lacot,02/05/2016,,,,,,,,2016-03-28,,,,,,,,,,,,,,,,,,,,,,939.69,,,,,,,,,DC,,,,,,,,,,,,,,,,,
926,,,112.5,,,150.0,,4080.0,,6064.0,5784.0,,,,2544.64,,,,,,512.0,,,21215.14,,768.0,1200.0,,,,,,,Spenc,,,128.0,,,10518,,,,,,,Aboulhosn,,,08/28/15,,,,Blake,06/17/2015,,,,,,,,2016-04-02,,,,,,,,,,,,,,,,,,,,,,2121.51,,,,,,,,,DC,,,,,,,,,,,,,,,,,
927,,,200.0,,,225.0,,732.0,,2980.0,1896.0,,,,1320.8,,,,,,400.0,,,7753.8,,,,,,,,,,Spenc,,,80.0,,,13600,,,,,,,Intelsat,,,03/29/16,,,,Blake,03/23/2016,,,,,,,,2016-04-05,,,,,,,,,,,,,,,,,,,,,,594.93,,,,,,,,,VA,,,,,,,,,,,,,,,,,
928,,,,,,35.0,,,,1100.0,315.0,,,,410.78,,,,,,80.0,,,1450.0,,138.0,,,,,,,,Spenc,,,50.0,,,13676,,,,,,,Meridian House,,,04/01/16,,,,Blake,03/31/2016,,,,,,,,2016-04-05,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,DC,,,,,,,,,,,,,,,,,
929,,,,,,150.0,,3737.2,,745.2,756.0,,,2435.0,410.78,,,,,,80.0,72.0,,2279.98,,138.0,,1008.0,,783.23,,,,Spenc,,,23.0,,,13606,,,,,,,Albright Stonebridge Group LLC,,,03/31/16,,,,Lacot,03/23/2016,,,,,,,,2016-04-06,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,DC,,,,,,,,,,,,,,,,,
930,,,,,,150.0,,3737.2,,7192.25,9654.0,,,2435.0,2362.08,,,,,,504.0,72.0,,26953.76,,64.0,,1008.0,,783.23,,,,Spenc,,,168.0,,,10727,,,,,,,Cooper,,,10/26/15,,,,Blake,07/15/2015,,,,,,,,2016-04-09,,,,,,,,,,,,,,,,,,,,,,2373.56,,,,,,,,,DC,,,,,,,,,,,,,,,,,
931,,,,,,150.0,,1527.2,,2865.25,3084.0,,,,697.68,,,,,,144.0,64.0,,9531.68,,438.0,,853.47,,999.55,,65.0,,Spenc,,,72.0,,,12431,,,,,,,Burry,,,12/10/15,,,,Lacot,12/08/2015,,,,,,,,2016-04-09,,,,,,,,,,,,,,,,,,,,,,625.86,,,,,,,,,VA,,,,,,,,,,,,,,,,,
932,,,200.0,,,75.0,,1375.5,,2766.7,3326.0,,,,811.47,832.0,,,,,262.8,365.0,,9485.47,,438.0,,853.47,,,,65.0,,Spenc,,,73.0,,,10929,,,,,,,Giangiulio,,,08/26/15,,,,Blake,08/05/2015,,,,,,,,2016-04-09,,,,,,,,,,,,,,,,,,,,,,720.53,,,,,,,,,VA,,,,,,,,,,,,,,,,,
933,,,200.0,,,150.0,,1336.75,,4471.2,4826.5,,,,2777.94,832.0,,,,,180.0,120.0,,13605.64,,48.0,,769.5,,960.45,,,,Spenc,,,138.0,,,9465,,,,,,,Chuk,,,08/28/15,,,,Lacot,03/16/2015,,,,,,,,2016-04-09,,,,,,,,,,,,,,,,,,,,,,1008.11,,,,,,,,,MD,,,,,,,,,,,,,,,,,
934,,,100.0,,,100.0,,1336.75,,4232.0,2799.0,,,,726.75,,,,,,100.0,,,10634.95,,480.0,,769.5,,960.45,,,,Spenc,,,125.0,,,12356,,,,,,,Shaikh,,,01/04/16,,,,Cheung,12/01/2015,,,,,,,,2016-04-10,,,,,,,,,,,,,,,,,,,,,,762.96,,,,,,,,,VA,,,,,,,,,,,,,,,,,
935,,,100.0,,,45.0,,,,450.0,1967.0,,,,500.0,540.0,,,,,100.0,,,695.0,,,,,,,,,,Spenc,,,50.0,,,13674,,,,,,,Blackboard,,,04/11/16,,,,McCormack,03/31/2016,,,,,,,,2016-04-13,,,,,,,,,,,,,,,,,,,,,,69.5,,,,,,,,,DC,,,,,,,,,,,,,,,,,
936,,,175.0,,,150.0,,1155.0,,5200.0,1967.0,,,,500.0,540.0,,,,,1336.0,,,9693.0,,,,399.0,,,,,,Spenc,,,200.0,,,13638,,,,,,,American Academy of Opthalmology,,,04/01/16,,,,Lacot,03/28/2016,,,,,,,,2016-04-14,,,,,,,,,,,,,,,,,,,,,,969.3,,,,,,,,,DC,,,,,,,,,,,,,,,,,
937,,,175.0,,,150.0,,1155.0,,6716.5,3951.0,,,,2383.36,,,,,,532.0,,,15062.86,,,,399.0,,,,,,Spenc,,,133.0,,,10679,,,,,,,Girgis,,,08/28/15,,,,Lacot,07/09/2015,,,,,,,,2016-04-16,,,,,,,,,,,,,,,,,,,,,,1191.71,,,,,,,,,VA,,,,,,,,,,,,,,,,,
938,1612.0,,30.0,,,150.0,,9490.0,,3565.0,9986.0,,,,3479.7,,,,,,1350.0,1.5,,24455.7,,654.0,,1491.3,,,,,,Spenc,,,300.0,,,10987,,,,,,,Patel,,,10/21/15,,,,Blake,08/11/2015,,,,,,,,2016-04-16,,,,,,,,,,,,,,,,,,,,,,2445.57,,,,,,,,,DC,,,,,,,,,,,,,,,,,
939,1612.0,,30.0,,,35.0,,,,3565.0,2938.0,,,,1511.83,,,,,,109.0,1.5,,10421.33,,654.0,,630.0,,,,,,Spenc,,,109.0,,,13036,,,,,,,George Washington University,,,03/28/16,,,,Lacot,02/04/2016,,,,,,,,2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
940,,,,,,35.0,,,,806.0,,,,,,,,,,,,,,841.0,,,,,,,,,,Spenc,,,31.0,,,13776,,,,,,,Meridian House,,,04/14/16,,,,Blake,04/11/2016,,,,,,,,2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
941,,,,,,150.0,,,,208.0,756.0,,,,410.78,,,,,,92.0,138.0,,208.0,,,,,,,,,,Spenc,,,8.0,,,13832,,,,,,,Meridian House,,,04/15/16,,,,Blake,04/15/2016,,,,,,,,2016-04-18,,,,,,,,,,,,,,,,,,,,,,236.44,,,,,,,,,DC,,,,,,,,,,,,,,,,,
942,1250.0,,,,,150.0,,,,817.55,756.0,,,,410.78,,,,,,92.0,138.0,,2364.33,,600.0,,375.0,,,,,,Spenc,,,23.0,,,13784,,,,,,,Albright Stonebridge Group LLC,,,04/14/16,,,,Lacot,04/12/2016,,,,,,,,2016-04-19,,,,,,,,,,,,,,,,,,,,,,236.44,,,,,,,,,DC,,,,,,,,,,,,,,,,,
943,1250.0,,275.0,,,75.0,,2558.0,,1500.0,1836.0,715.0,,,286.25,,,2189.64,,659.32,187.5,,,5734.75,,600.0,,375.0,,,,,540.0,Spenc,,,100.0,,,13300,,,,,,,US Department of State,,,03/16/16,,,,McCormack,02/26/2016,,,,,,,,2016-04-19,,,,,,,,,,,,,,,,,,,,,,1850.28,,,,,,,,,DC,,,,,,,,,,,,,,,,,
944,2451.0,,275.0,,,150.0,,2558.0,,4149.0,3666.0,715.0,,500.0,2813.8,,,2189.64,,659.32,385.0,,,21351.76,,800.0,,190.0,,,,,540.0,Spenc,,,110.0,,,13660,,,,,,,Boeing,,,04/01/16,,,,Blake,03/29/2016,,,,,,,,2016-04-19,,,,,,,,,,,,,,,,,,,,,,1850.28,,,,,,,,,DC,,,,,,,,,,,,,,,,,
945,,,212.5,,,150.0,,815.0,,720.0,846.0,,,500.0,462.6,,,,,,40.0,,,2818.6,,100.0,,190.0,,,,,,Spenc,,,20.0,,,13677,,,,,,,Deloitte Consulting,,,04/05/16,,,,Lacot,03/31/2016,,,,,,,,2016-04-19,,,,,,,,,,,,,,,,,,,,,,164.52,,,,,,,,,VA,,,,,,,,,,,,,,,,,
946,560.0,,212.5,,,150.0,,815.0,,3888.75,2894.0,,,,833.0,,,,,,425.0,,,9218.25,,,,,,,,,,Spenc,,,85.0,,,13008,,,,,,,Celgene,,,03/01/16,,,,Lacot,02/02/2016,,,,,,,,2016-04-20,,,,,,,,,,,,,,,,,,,,,,921.83,,,,,,,,,DC,,,,,,,,,,,,,,,,,
947,560.0,,,,,150.0,,442.0,,260.0,496.0,,,,232.0,,,,,,80.0,,,1778.0,,,,,,118.5,,,,Spenc,,,40.0,,,13762,,,,,,,Uber,,,04/12/16,,,,Lacot,04/08/2016,,,,,,,,2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
948,360.0,,,,,150.0,,442.0,,750.0,1072.0,,,,303.0,,,,,,75.0,,,3270.5,,,,,,118.5,,,,Spenc,,,30.0,,,13716,,,,,,,Boeing,,,04/07/16,,,,Blake,04/05/2016,,,,,,,,2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
949,3322.0,310.0,310.0,,,35.0,,2348.0,,744.0,4612.3,,,,2178.68,,,,,,496.0,,,779.0,,744.0,,248.0,,,,,372.0,Spenc,,,31.0,,,13778,,,,,,,Meridian House,,,04/14/16,,,,Blake,04/11/2016,,,,,,,,2016-04-22,,,,,,,,,,,,,,,,,,,,,,1692.74,,,,,,,,,DC,,,,,,,,,,,,,,,,,
950,3322.0,310.0,310.0,,,150.0,,2348.0,,5890.0,4612.3,,,,2178.68,,,,,,496.0,,,20732.98,,744.0,,248.0,,,,,372.0,Spenc,,,124.0,,,12178,,,,,,,Dome,,,12/14/15,,,,Lacot,11/11/2015,,,,,,,,2016-04-23,,,,,,,,,,,,,,,,,,,,,,1692.74,,,,,,,,,VA,,,,,,,,,,,,,,,,,
951,,,,,,100.0,,3044.5,,5102.0,6438.0,,,,2228.93,,,,,,624.0,,,17537.43,,,,869.23,,,,,,Spenc,,,156.0,,,11070,,,,,,,Hoyle,,,10/22/15,,,,Blake,08/18/2015,,,,,,,,2016-04-23,,,,,,,,,,,,,,,,,,,,,,1275.29,,,,,,,,,MD,,,,,,,,,,,,,,,,,
952,,,,,,150.0,,,,0.01,1710.0,,,,572.0,,,,,,800.0,,,0.01,,,,3004.39,,,,,,Spenc,,,20.0,,,13882,,,,,,,Top of the Hill - Reserve Officers Association (ROA),,,04/20/16,,,,McCormack,04/19/2016,,,,,,,,2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
953,220.0,,,,,150.0,,,,6600.0,1710.0,,,,572.0,,,,,,800.0,,,9832.0,,72.0,,1220.0,,,,,,Spenc,,,400.0,,,13422,,,,,,,Embassy of Australia,,,03/24/16,,,,McCormack,03/08/2016,,,,,,,,2016-04-25,,,,,,,,,,,,,,,,,,,,,,190.85,,,,,,,,,DC,,,,,,,,,,,,,,,,,
954,220.0,,350.0,,,150.0,,1437.5,,451.0,764.0,,,,207.46,,,,,,44.0,,,1908.46,,72.0,,360.0,,,,,,Spenc,,,11.0,,,13894,,,,,,,Albright Stonebridge Group LLC,,,04/22/16,,,,McCormack,04/20/2016,,,,,,,,2016-04-26,,,,,,,,,,,,,,,,,,,,,,190.85,,,,,,,,,DC,,,,,,,,,,,,,,,,,
955,2968.0,,350.0,,,150.0,450.0,1437.5,,3872.5,3398.0,,,,1520.4,,,,,542.68,420.0,672.0,,12408.4,,1260.0,,360.0,,,,36.0,336.0,Spenc,,,140.0,,,13283,,,,,,,Samsung USA,,,03/28/16,,,,Lacot,02/25/2016,,,,,,,,2016-04-27,,,,,,,,,,,,,,,,,,,,,,1240.84,,,,,,,,,DC,,,,,,,,,,,,,,,,,
956,2968.0,,,,,225.0,450.0,2803.0,,6391.5,5418.0,,,,1728.16,,,,,542.68,448.0,672.0,,22914.34,,896.0,,475.02,,,,36.0,336.0,Spenc,,,112.0,,,13680,,,,,,,Really Great Meetings,,,04/20/16,,,,Lacot,04/01/2016,,,,,,,,2016-04-27,,,,,,,,,,,,,,,,,,,,,,2237.17,,,,,,,,,DC,,,,,,,,,,,,,,,,,
957,,,,,,100.0,,189.0,,1440.0,1816.0,,,,357.53,,,,,,112.5,,,4186.03,,360.0,,475.02,,,,,,Spenc,,,45.0,,,13717,,,,,,,Alabaster House,,,04/22/16,,,,McCormack,04/05/2016,,,,,,,,2016-04-27,,,,,,,,,,,,,,,,,,,,,,418.6,,,,,,,,,DC,,,,,,,,,,,,,,,,,
958,,,450.0,,,75.0,195.0,189.0,,3103.1,1353.4,,,,834.55,480.0,,,,,246.0,,180.0,5801.05,,1080.0,,3468.06,,,,,,Spenc,,,123.0,,,12232,,,,,,,Blake,,,11/16/15,,,,Blake,11/16/2015,,,,,,,,2016-04-29,,,,,,,,,,,,,,,,,,,,,,477.52,,,,,,,,,VA,,,,,,,,,,,,,,,,,
959,,,450.0,,,150.0,195.0,1908.0,,7650.0,4474.0,,,,1060.0,480.0,,,,,320.0,,180.0,17947.0,,1080.0,,1725.0,,,,,,Spenc,,,180.0,,,12843,,,,,,,Child and Family Network Center,,,02/12/16,,,,Lacot,01/18/2016,,,,,,,,2016-04-29,,,,,,,,,,,,,,,,,,,,,,1455.02,,,,,,,,,MD,,,,,,,,,,,,,,,,,
960,3400.0,,,,,150.0,,3840.5,,234.0,112.0,,,,1993.08,,,,,,1062.0,24.0,,346.0,,1062.0,,126.0,,,,64.0,,Spenc,,,20.0,,,13818,,,,,,,Blake,,,04/14/16,,,,Blake,04/14/2016,,,,,,,,2016-04-30,,,,,,,,,,,,,,,,,,,,,,30.12,,,,,,,,,VA,,,,,,,,,,,,,,,,,
961,3400.0,410.0,,,,150.0,,3840.5,,9453.0,5801.0,,,,1993.08,,,,,,1062.0,24.0,,26849.58,,1062.0,,1133.6,,,,64.0,492.0,Spenc,,,177.0,,,11299,,,,,,,McLane,,,10/16/15,,,,Lacot,09/10/2015,,,,,,,,2016-04-30,,,,,,,,,,,,,,,,,,,,,,2204.57,,,,,,,,,VA,,,,,,,,,,,,,,,,,
962,4451.0,410.0,162.5,,,150.0,,3227.45,,8750.72,8120.0,,,,2340.9,,,,,,680.0,720.0,,29668.95,,326.88,,1680.3,,,,,492.0,Spenc,,,170.0,,,9866,,,,,,,Ashlee Virginia Events,,,11/11/15,,,,Blake,04/15/2015,,,,,,,,2016-04-30,,,,,,,,,,,,,,,,,,,,,,2404.36,,,,,,,,,VA,,,,,,,,,,,,,,,,,
963,,,162.5,,,150.0,,1743.79,,1673.75,780.5,300.0,,,445.9,,,,,,195.0,,,5001.44,,1000.0,,341.1,,,,,,Spenc,,,65.0,,,13508,,,,,,,Hosts DC,,,04/12/16,,,,Blake,03/15/2016,,,,,,,,2016-05-04,,,,,,,,,,,,,,,,,,,,,,500.15,,,,,,,,,DC,,,,,,,,,,,,,,,,,
964,650.0,,,,,150.0,,864.3,,8800.0,4146.0,300.0,,,3598.0,,,,,,600.0,,,19458.3,,1000.0,,160.0,,,,,,Spenc,,,200.0,,,12931,,,,,,,Albright Stonebridge Group LLC,,,03/24/16,,,,McCormack,01/27/2016,,,,,,,,2016-05-04,,,,,,,,,,,,,,,,,,,,,,1945.83,,,,,,,,,DC,,,,,,,,,,,,,,,,,
965,650.0,,,,,150.0,,364.0,,1592.5,1190.0,,,,591.5,,,,,,195.0,,,4733.0,,600.0,,160.0,,,,,,Spenc,,,65.0,,,13930,,,,,,,Deloitte Consulting,,,04/28/16,,,,McCormack,04/25/2016,,,,,,,,2016-05-05,,,,,,,,,,,,,,,,,,,,,,473.3,,,,,,,,,DC,,,,,,,,,,,,,,,,,
966,,,,,,150.0,,3650.5,,4680.0,3050.0,,,,912.4,,,,,,375.0,396.0,,9767.4,,600.0,,1302.1,,,,,,Spenc,,,150.0,,,12785,,,,,,,THIS for Diplomats,,,02/03/16,,,,Blake,01/12/2016,,,,,,,,2016-05-06,,,,,,,,,,,,,,,,,,,,,,1849.63,,,,,,,,,DC,,,,,,,,,,,,,,,,,
967,,,,,,150.0,,3650.5,,5919.0,5028.0,,,,2518.26,,,,,,634.5,396.0,,18496.26,,200.0,,187.5,,,,495.0,,Spenc,,,141.0,,,8882,,,,,,,Frey,,,04/15/15,,,,Blake,01/28/2015,,,,,,,,2016-05-07,,,,,,,,,,,,,,,,,,,,,,1849.63,,,,,,,,,DC,,,,,,,,,,,,,,,,,
968,840.0,,,,,150.0,,2504.3,,4685.25,6226.0,200.0,,,2012.5,,,,,,750.0,320.0,,17143.05,,,,,,,,495.0,,Spenc,,,124.0,,,10716,,,,,,,King,,,08/07/15,,,,Blake,07/14/2015,,,,,,,,2016-05-07,,,,,,,,,,,,,,,,,,,,,,1714.31,,,,,,,,,DC,,,,,,,,,,,,,,,,,
969,840.0,,,,,150.0,,549.0,,2400.0,2076.0,200.0,,,624.4,,,,,,280.0,,,7119.4,,,,985.5,,,,,,Spenc,,,100.0,,,13789,,,,,,,Debevoise + Plimpton,,,04/28/16,,,,McCormack,04/12/2016,,,,,,,,2016-05-10,,,,,,,,,,,,,,,,,,,,,,711.94,,,,,,,,,DC,,,,,,,,,,,,,,,,,
970,1664.0,,,,,100.0,,443.0,,2340.0,2142.0,,,,580.5,,,,,,180.0,,,7449.5,,,,985.5,,,,,,Spenc,,,90.0,,,13816,,,,,,,Thorsen Construction,,,04/26/16,,,,Blake,04/14/2016,,,,,,,,2016-05-12,,,,,,,,,,,,,,,,,,,,,,744.95,,,,,,,,,DC,,,,,,,,,,,,,,,,,
971,4260.0,,,,,150.0,,1067.0,,4446.5,1722.0,,,520.0,1112.4,,,,,,240.0,186.0,,4291.4,,,,375.0,,,,,402.0,Spenc,,,60.0,,,13737,,,,,,,Exclusively Events,,,05/06/16,,,,Lacot,04/06/2016,,,,,,,,2016-05-14,,,,,,,,,,,,,,,,,,,,,,429.14,,,,,,,,,DC,,,,,,,,,,,,,,,,,
